Time(s),V(V)A ,I(A)A,TypeA,V(V)B,I(A)B,TypeB , vds=0.01;vb=-4V;Vf=0.450V;flowID=gibco;flowR=30;Temp=RT;td=1.00E+9
3.910000E-1,1.000356E-1,4.822313E-8,1.000000E+0,1.001755E-1,3.448215E-6,9.000000E+0
1.325000E+0,1.000349E-1,4.839110E-8,1.000000E+0,1.001726E-1,2.917114E-6,9.000000E+0
1.925000E+0,1.000360E-1,4.857223E-8,1.000000E+0,1.001728E-1,2.910692E-6,9.000000E+0
2.528000E+0,1.000356E-1,4.864315E-8,1.000000E+0,1.001735E-1,2.914107E-6,9.000000E+0
3.132000E+0,1.000354E-1,4.869121E-8,1.000000E+0,1.001719E-1,2.922598E-6,9.000000E+0
3.731000E+0,1.000353E-1,4.854737E-8,1.000000E+0,1.001713E-1,2.925377E-6,9.000000E+0
4.333000E+0,1.000354E-1,4.851143E-8,1.000000E+0,1.001713E-1,2.921001E-6,9.000000E+0
4.934000E+0,1.000356E-1,4.864208E-8,1.000000E+0,1.001701E-1,2.921411E-6,9.000000E+0
5.531000E+0,1.000354E-1,4.859743E-8,1.000000E+0,1.001727E-1,2.930405E-6,9.000000E+0
6.134000E+0,1.000354E-1,4.871267E-8,1.000000E+0,1.001709E-1,2.924117E-6,9.000000E+0
6.730000E+0,1.000355E-1,4.865726E-8,1.000000E+0,1.001729E-1,2.920276E-6,9.000000E+0
7.332000E+0,1.000353E-1,4.873409E-8,1.000000E+0,1.001719E-1,2.917265E-6,9.000000E+0
7.940000E+0,1.000350E-1,4.884166E-8,1.000000E+0,1.001728E-1,2.922131E-6,9.000000E+0
8.540000E+0,1.000344E-1,8.511408E-9,3.000000E+0,1.001718E-1,3.057629E-6,1.100000E+1
9.147000E+0,1.000347E-1,8.619492E-9,3.000000E+0,1.001736E-1,3.052296E-6,1.100000E+1
9.747000E+0,1.000345E-1,8.643856E-9,3.000000E+0,1.001694E-1,3.062611E-6,1.100000E+1
1.034600E+1,1.000353E-1,8.671926E-9,3.000000E+0,1.001716E-1,3.057924E-6,1.100000E+1
1.095400E+1,1.000350E-1,8.672279E-9,3.000000E+0,1.001732E-1,3.053496E-6,1.100000E+1
1.155200E+1,1.000338E-1,8.660447E-9,3.000000E+0,1.001722E-1,3.057744E-6,1.100000E+1
1.215500E+1,1.000333E-1,1.131407E-8,5.000000E+0,1.001718E-1,3.060473E-6,1.300000E+1
1.275900E+1,1.000337E-1,1.144017E-8,5.000000E+0,1.001736E-1,3.053584E-6,1.300000E+1
