Time(s),V(V)A ,I(A)A,TypeA,V(V)B,I(A)B,TypeB , vds=0.01;vb=-4V;Vf=0.450V;flowID=gibco;flowR=30;Temp=RT;td=1.00E+9
3.900000E-1,5.002942E-2,1.557963E-8,1.000000E+0,5.017304E-2,1.793368E-6,9.000000E+0
1.334000E+0,5.002975E-2,1.564135E-8,1.000000E+0,5.017241E-2,1.530204E-6,9.000000E+0
1.936000E+0,5.002994E-2,1.567600E-8,1.000000E+0,5.017179E-2,1.520839E-6,9.000000E+0
2.535000E+0,5.003033E-2,1.566711E-8,1.000000E+0,5.017123E-2,1.519273E-6,9.000000E+0
3.131000E+0,5.003014E-2,1.567454E-8,1.000000E+0,5.017272E-2,1.523071E-6,9.000000E+0
3.733000E+0,5.003078E-2,1.573838E-8,1.000000E+0,5.017148E-2,1.525404E-6,9.000000E+0
4.334000E+0,5.003044E-2,1.574596E-8,1.000000E+0,5.017271E-2,1.523603E-6,9.000000E+0
4.933000E+0,5.002945E-2,1.572040E-8,1.000000E+0,5.017109E-2,1.524010E-6,9.000000E+0
5.540000E+0,5.003008E-2,1.575759E-8,1.000000E+0,5.017273E-2,1.525113E-6,9.000000E+0
6.136000E+0,5.003022E-2,1.578546E-8,1.000000E+0,5.017115E-2,1.523336E-6,9.000000E+0
6.737000E+0,5.003005E-2,1.574467E-8,1.000000E+0,5.017211E-2,1.521440E-6,9.000000E+0
7.345000E+0,5.003043E-2,1.575805E-8,1.000000E+0,5.017212E-2,1.525395E-6,9.000000E+0
7.948000E+0,5.003027E-2,1.570978E-8,1.000000E+0,5.017240E-2,1.519500E-6,9.000000E+0
8.550000E+0,5.002997E-2,2.244610E-9,3.000000E+0,5.017138E-2,1.593954E-6,1.100000E+1
9.156000E+0,5.002936E-2,2.262358E-9,3.000000E+0,5.017209E-2,1.592361E-6,1.100000E+1
9.759000E+0,5.003024E-2,2.263038E-9,3.000000E+0,5.017199E-2,1.588401E-6,1.100000E+1
1.036000E+1,5.003044E-2,2.267192E-9,3.000000E+0,5.017140E-2,1.594398E-6,1.100000E+1
